"Title" "MeanRating" "movieId" "genres"
"73" "20 Million Miles to Earth (1957)" 5 5468 "Sci-Fi"
"74" "20,000 Days on Earth (2014)" 4 114066 "Documentary|Drama|Musical"
"75" "20,000 Leagues Under the Sea (1916)" 4 62383 "Action|Adventure|Sci-Fi"
"76" "20,000 Leagues Under the Sea (1954)" 3 1019 "Adventure|Drama|Sci-Fi"
"77" "200 Cigarettes (1999)" 3 2504 "Comedy|Drama"
"78" "2001 Maniacs (2005)" 3 51498 "Comedy|Horror"
"79" "2001: A Space Odyssey (1968)" 4 924 "Adventure|Drama|Sci-Fi"
"80" "2010: The Year We Make Contact (1984)" 4 2311 "Sci-Fi"
"81" "2012 (2009)" 3 72378 "Action|Drama|Sci-Fi|Thriller"
"82" "2046 (2004)" 4 27266 "Drama|Fantasy|Romance|Sci-Fi"
"83" "2048: Nowhere to Run (2017)" 4 179053 "Sci-Fi|Thriller"
"84" "21 (2008)" 4 58803 "Crime|Drama|Romance|Thriller"
"85" "21 and Over (2013)" 4 100507 "Comedy"
"86" "21 Grams (2003)" 3 6953 "Crime|Drama|Mystery|Romance|Thriller"
"87" "21 Jump Street (2012)" 4 93510 "Action|Comedy|Crime"
"88" "21 Up (1977)" 4 52767 "Documentary"
"89" "22 Jump Street (2014)" 4 112138 "Action|Comedy|Crime"
"90" "24 Hour Party People (2002)" 4 5508 "Comedy|Drama|Musical"
"91" "25th Hour (2002)" 4 5954 "Crime|Drama"
"92" "27 Dresses (2008)" 3 56949 "Comedy|Romance"
"93" "28 Days (2000)" 3 3534 "Drama"
"94" "28 Days Later (2002)" 4 6502 "Action|Horror|Sci-Fi"
"95" "28 Up (1985)" 4 7566 "Documentary"
"96" "28 Weeks Later (2007)" 4 53000 "Horror|Sci-Fi|Thriller"
"97" "3-Iron (Bin-jip) (2004)" 4 30803 "Drama|Romance"
"98" "3 Days to Kill (2014)" 1 109569 "Action|Crime|Drama"
"99" "3 dev adam (Three Giant Men) (1973)" 0 104017 "Action|Adventure|Sci-Fi"
"100" "3 Extremes (Three... Extremes) (Saam gaang yi) (2004)" 3 33896 "Horror"
"101" "3 Idiots (2009)" 5 73881 "Comedy|Drama|Romance"
"102" "3 Ninjas (1992)" 2 4748 "Action|Children|Comedy"
"103" "3 Ninjas Kick Back (1994)" 1 4749 "Action|Children|Comedy"
"104" "3 Ninjas Knuckle Up (1995)" 0 4750 "Action|Children"
"105" "3 Ninjas: High Noon On Mega Mountain (1998)" 4 1739 "Action|Children|Comedy"
"106" "3 Women (Three Women) (1977)" 4 8261 "Drama"
"107" "3:10 to Yuma (1957)" 4 5300 "Action|Adventure|Drama|Thriller|Western"
"108" "3:10 to Yuma (2007)" 4 54997 "Action|Crime|Drama|Western"
"109" "30 Days of Night (2007)" 3 55282 "Horror|Thriller"
"110" "30 Minutes or Less (2011)" 3 88812 "Action|Comedy|Crime"
"111" "300 (2007)" 4 51662 "Action|Fantasy|War|IMAX"
"112" "300: Rise of an Empire (2014)" 2 109673 "Action|Drama|War|IMAX"
"113" "3000 Miles to Graceland (2001)" 3 4159 "Action|Thriller"
"114" "31 (2016)" 4 163981 "Horror"
"115" "35 Up (1991)" 4 26712 "Documentary"
"116" "39 Steps, The (1935)" 4 965 "Drama|Mystery|Thriller"
"117" "4 Little Girls (1997)" 4 4217 "Documentary"
"118" "4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)" 4 55069 "Drama"
"119" "40-Year-Old Virgin, The (2005)" 4 35836 "Comedy|Romance"
"120" "40 Days and 40 Nights (2002)" 3 5151 "Comedy|Romance"
"121" "400 Blows, The (Les quatre cents coups) (1959)" 4 2731 "Crime|Drama"
"122" "42 (2013)" 4 101895 "Drama"
"123" "42 Up (1998)" 4 3077 "Documentary"
"124" "42nd Street (1933)" 4 7080 "Drama|Musical|Romance"
"125" "47 Ronin (2013)" 3 106491 "Action|Adventure|Fantasy"
"126" "48 Hrs. (1982)" 4 5049 "Action|Comedy|Crime|Drama"
"127" "49 Up (2005)" 4 50658 "Documentary"
"128" "5 Centimeters per Second (Byôsoku 5 senchimetoru) (2007)" 4 64993 "Animation|Drama|Romance"
"129" "5 to 7 (2014)" 2 134021 "Comedy|Drama|Romance"
"130" "5,000 Fingers of Dr. T, The (1953)" 4 4294 "Children|Fantasy|Musical"
"131" "50 First Dates (2004)" 4 7293 "Comedy|Romance"
"132" "50/50 (2011)" 4 89864 "Comedy|Drama"
"133" "52 Pick-Up (1986)" 4 2475 "Action|Mystery|Thriller"
"134" "54 (1998)" 2 2188 "Drama"
"135" "6 Days to Air: The Making of South Park (2011)" 4 96411 "Documentary"
"136" "61* (2001)" 5 27373 "Drama"
"137" "6th Day, The (2000)" 3 3986 "Action|Sci-Fi|Thriller"
"138" "6th Man, The (Sixth Man, The) (1997)" 2 6425 "Comedy"
"139" "7 Days in Hell (2015)" 4 138204 "Comedy"
"140" "7 Faces of Dr. Lao (1964)" 5 42556 "Fantasy|Mystery|Western"
"141" "7th Voyage of Sinbad, The (1958)" 4 3153 "Action|Adventure|Fantasy"
"142" "8 1 Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)" 3 3626 "Comedy"
"143" "8 1/2 (81) (1963)" 4 1251 "Drama|Fantasy"
"144" "8 Heads in a Duffel Bag (1997)" 3 1503 "Comedy"
"145" "8 Mile (2002)" 3 5810 "Drama"
"146" "8 Seconds (1994)" 3 408 "Drama"
"147" "8 Women (2002)" 4 5613 "Comedy|Crime|Musical|Mystery"
"148" "800 Bullets (800 Balas) (2002)" 2 32392 "Comedy|Crime|Drama|Western"
"149" "84 Charing Cross Road (1987)" 4 5404 "Drama|Romance"
"150" "8MM (1999)" 3 2505 "Drama|Mystery|Thriller"
"151" "9 (2009)" 4 71057 "Adventure|Animation|Sci-Fi"
"152" "9 1/2 Weeks (Nine 1/2 Weeks) (1986)" 3 3707 "Drama|Romance"
"153" "9/11 (2002)" 5 44943 "Documentary"
"154" "96 Minutes (2011)" 2 94494 "Drama|Thriller"
"155" "964 Pinocchio (1991)" 1 140852 "Horror|Sci-Fi"
"156" "99 francs (2007)" 4 59026 "Comedy"
"157" "9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008)" 4 69953 "Documentary"
"158" "A-Team, The (2010)" 3 78469 "Action|Comedy|Thriller"
"159" "A Bad Moms Christmas (2017)" 4 179953 "Comedy"
"160" "A Christmas Story Live! (2017)" 2 182727 "(no genres listed)"
"161" "A Cosmic Christmas (1977)" 4 149330 "(no genres listed)"
"162" "A Detective Story (2003)" 5 172875 "Animation|Sci-Fi"
"163" "A Dog's Purpose (2017)" 4 167380 "Comedy|Drama"
"164" "A Flintstones Christmas Carol (1994)" 5 126088 "Animation|Children|Comedy"
"165" "A German Life (2016)" 3 175707 "Documentary"
"166" "A Home at the End of the World (2004)" 4 8667 "Drama|Romance"
"167" "A Man Called Blade (1977)" 3 119828 "Action|Drama|Thriller|Western"
"168" "A Man from Boulevard des Capucines (1987)" 4 146024 "Comedy|Romance|Western"
"169" "A Merry Friggin' Christmas (2014)" 2 119964 "Comedy"
"170" "A Midsummer Night's Dream (2016)" 4 159779 "(no genres listed)"
"171" "A Million Ways to Die in the West (2014)" 3 111743 "Comedy|Western"
"172" "A Most Wanted Man (2014)" 4 112940 "Thriller"
"173" "A nous la liberté (Freedom for Us) (1931)" 1 5560 "Comedy|Musical"
"174" "A Perfect Day (2015)" 5 147410 "Comedy|Drama"
"175" "A Pigeon Sat on a Branch Reflecting on Existence (2014)" 4 127298 "Comedy|Drama"
"176" "A Plasticine Crow (1981)" 5 170597 "Animation"
"177" "A Quiet Place (2018)" 3 185029 "Drama|Horror|Thriller"
"178" "A Silent Voice (2016)" 4 166291 "Animation|Drama|Romance"
"179" "A Story of Children and Film (2013)" 4 127172 "Documentary"
"180" "A Street Cat Named Bob (2016)" 4 167732 "Comedy|Drama"
"181" "A Very Murray Christmas (2015)" 2 148238 "Comedy"
"182" "A Walk in the Woods (2015)" 4 127134 "Adventure|Comedy|Drama"
"183" "A Wrinkle in Time (2018)" 3 184987 "Adventure|Children|Fantasy|Sci-Fi"
"184" "A.I. Artificial Intelligence (2001)" 3 4370 "Adventure|Drama|Sci-Fi"
"185" "Abandoned, The (2006)" 2 51666 "Horror|Mystery|Thriller"
"186" "Abbott and Costello Meet Frankenstein (1948)" 4 3928 "Comedy|Horror"
"187" "ABCs of Death, The (2012)" 4 100397 "Horror"
"188" "Abduction (2011)" 4 90524 "Action|Drama|Mystery|Thriller"
"189" "Abominable Dr. Phibes, The (1971)" 4 4195 "Horror|Mystery"
"190" "Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)" 4 3648 "Horror|Sci-Fi"
"191" "About a Boy (2002)" 4 5377 "Comedy|Drama|Romance"
"192" "About Adam (2000)" 4 3862 "Comedy"
"193" "About Last Night (2014)" 2 109372 "Comedy|Romance"
"194" "About Last Night... (1986)" 3 2262 "Comedy|Drama|Romance"
"195" "About Schmidt (2002)" 3 5945 "Comedy|Drama"
"196" "About Time (2013)" 4 104374 "Drama|Fantasy|Romance"
"197" "Above the Law (1988)" 2 4466 "Action|Crime|Drama"
"198" "Above the Rim (1994)" 2 409 "Crime|Drama"
"199" "Abraham Lincoln: Vampire Hunter (2012)" 3 95207 "Action|Fantasy|Horror|Thriller"
"200" "Absence of Malice (1981)" 3 5707 "Drama|Romance"
"201" "Absent-Minded Professor, The (1961)" 3 2015 "Children|Comedy|Fantasy"
"202" "Absentia (2011)" 4 93819 "Horror"
"203" "Absolute Power (1997)" 3 1459 "Mystery|Thriller"
"204" "Absolutely Anything (2015)" 3 135885 "Comedy|Sci-Fi"
"205" "Abyss, The (1989)" 3 1127 "Action|Adventure|Sci-Fi|Thriller"
"206" "Accepted (2006)" 3 47518 "Comedy"
"207" "Accidental Spy, The (Dak miu mai shing) (2001)" 2 27426 "Action|Comedy|Thriller"
"208" "Accidental Tourist, The (1988)" 4 4464 "Comedy|Drama|Romance"
"209" "Accused, The (1988)" 4 4465 "Drama"
"210" "Ace in the Hole (Big Carnival, The) (1951)" 3 3736 "Drama"
"211" "Ace Ventura: Pet Detective (1994)" 3 344 "Comedy"
"212" "Ace Ventura: When Nature Calls (1995)" 3 19 "Comedy"
"213" "Aces: Iron Eagle III (1992)" 2 2817 "Action"
"214" "Acid House, The (1998)" 4 2765 "Comedy|Drama"
"215" "Across the Hall (2009)" 2 86960 "Thriller"
"216" "Across the Universe (2007)" 4 54190 "Drama|Fantasy|Musical|Romance"
"217" "Act of Killing, The (2012)" 5 100556 "Documentary"
"218" "Act of Valor (2012)" 4 93297 "Action|Thriller|War"
"219" "Action Jackson (1988)" 2 3710 "Action|Comedy|Crime|Thriller"
"220" "Adam's Apples (Adams abler) (2005)" 4 47491 "Comedy|Drama"
"221" "Adam's Rib (1949)" 5 7121 "Comedy|Romance"
"222" "Adam and Eve (National Lampoon's Adam & Eve) (2005)" 2 103245 "Comedy|Drama|Romance"
"223" "Adanggaman (2000)" 2 4449 "Drama"
"224" "Adaptation (2002)" 4 5902 "Comedy|Drama|Romance"
"225" "Addams Family Reunion (1998)" 3 27075 "Children|Comedy|Fantasy"
"226" "Addams Family Values (1993)" 3 410 "Children|Comedy|Fantasy"
"227" "Addams Family, The (1991)" 3 2124 "Children|Comedy|Fantasy"
"228" "Addicted to Love (1997)" 3 1541 "Comedy|Romance"
"229" "Addiction, The (1995)" 2 152 "Drama|Horror"
"230" "Adjustment Bureau, The (2011)" 3 84954 "Romance|Sci-Fi|Thriller"
"231" "Admission (2013)" 3 101612 "Comedy|Romance"
"232" "Adventureland (2009)" 3 67734 "Comedy|Drama"
"233" "Adventures in Babysitting (1987)" 3 2133 "Adventure|Comedy"
"234" "Adventures in Plymptoons! (2011)" 4 178129 "Documentary"
"235" "Adventures of Baron Munchausen, The (1988)" 4 4467 "Adventure|Comedy|Fantasy"
"236" "Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)" 4 3070 "Adventure|Comedy|Sci-Fi"
"237" "Adventures of Elmo in Grouchland, The (1999)" 2 2886 "Children|Comedy"
"238" "Adventures of Ford Fairlane, The (1990)" 3 7193 "Action|Comedy"
"239" "Adventures of Huck Finn, The (1993)" 2 5076 "Adventure|Children|Comedy|Drama"
"240" "Adventures of Ichabod and Mr. Toad, The (1949)" 3 3964 "Animation|Children"
"241" "Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)" 3 95738 "Children|Musical|Mystery"
"242" "Adventures of Milo and Otis, The (Koneko monogatari) (1986)" 4 2846 "Adventure|Children|Comedy|Drama"
"243" "Adventures of Mowgli: The Kidnapping (1968)" 4 172825 "Adventure|Animation|Children"
"244" "Adventures of Pinocchio, The (1996)" 3 828 "Adventure|Children"
"245" "Adventures of Pluto Nash, The (2002)" 2 5523 "Action|Adventure|Comedy|Sci-Fi"
"246" "Adventures of Priscilla, Queen of the Desert, The (1994)" 4 345 "Comedy|Drama"
"247" "Adventures of Robin Hood, The (1938)" 4 940 "Action|Adventure|Romance"
"248" "Adventures of Rocky and Bullwinkle, The (2000)" 2 3754 "Adventure|Animation|Children|Comedy|Fantasy"
"249" "Adventures of Sebastian Cole, The (1998)" 3 2766 "Comedy|Drama"
"250" "Adventures of Sharkboy and Lavagirl 3-D, The (2005)" 2 33681 "Action|Adventure|Children|Fantasy"
"251" "Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986)" 5 147300 "Crime|Mystery"
"252" "Adventures of Tintin, The (2011)" 4 90746 "Action|Animation|Mystery|IMAX"
"253" "Advise and Consent (1962)" 5 26078 "Drama"
"254" "Aelita: The Queen of Mars (Aelita) (1924)" 4 71999 "Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller"
"255" "Aeon Flux (2005)" 3 37386 "Action|Sci-Fi"
"256" "Affair of Love, An (Liaison pornographique, Une) (1999)" 5 3855 "Drama|Romance"
"257" "Affair of the Necklace, The (2001)" 3 4959 "Drama"
"258" "Affair to Remember, An (1957)" 4 932 "Drama|Romance"
"259" "Afflicted (2013)" 4 111551 "Horror|Sci-Fi|Thriller"
"260" "Affliction (1997)" 3 2439 "Drama"
"261" "Afonya (1975)" 4 134041 "Comedy|Drama|Romance"
"262" "Africa: The Serengeti (1994)" 4 4458 "Documentary|IMAX"
"263" "African Cats (2011)" 2 86593 "Adventure|Documentary"
"264" "African Queen, The (1951)" 4 969 "Adventure|Comedy|Romance|War"
"265" "Afro Samurai (2007)" 2 139130 "Action|Adventure|Animation|Drama|Fantasy"
"266" "Afro Samurai: Resurrection (2009)" 2 66335 "Animation"
"267" "After Earth (2013)" 1 102880 "Action|Adventure|Sci-Fi|IMAX"
"268" "After Hours (1985)" 4 7419 "Comedy|Thriller"
"269" "After Life (Wandafuru raifu) (1998)" 4 2624 "Drama|Fantasy"
"270" "After the Fox (Caccia alla volpe) (1966)" 3 5113 "Comedy|Crime"
"271" "After the Sunset (2004)" 4 8968 "Action|Adventure|Comedy|Crime|Thriller"
"272" "After the Thin Man (1936)" 3 7834 "Comedy|Crime|Mystery|Romance"
"273" "After the Wedding (Efter brylluppet) (2006)" 4 50514 "Drama"
"274" "Afterglow (1997)" 4 1733 "Drama|Romance"
"275" "Against All Odds (1984)" 2 3206 "Romance"
"276" "Against the Ropes (2004)" 2 7315 "Comedy|Drama"
"277" "Age of Innocence, The (1993)" 4 412 "Drama"
"278" "Agent Cody Banks (2003)" 2 6624 "Action|Adventure|Children|Fantasy"
"279" "Agent Cody Banks 2: Destination London (2004)" 4 7345 "Action|Adventure|Children|Comedy"
"280" "Agnes of God (1985)" 4 3251 "Drama|Mystery"
"281" "Agony and the Ecstasy, The (1965)" 4 32139 "Drama"
"282" "Agora (2009)" 4 74624 "Adventure|Drama|Romance"
"283" "Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)" 4 7063 "Adventure|Drama"
"284" "Aileen: Life and Death of a Serial Killer (2003)" 4 7171 "Documentary"
"285" "Air America (1990)" 3 3841 "Action|Comedy"
"286" "Air Bud (1997)" 2 1592 "Children|Comedy"
"287" "Air Bud: Golden Receiver (1998)" 2 2152 "Children|Comedy"
"288" "Air Force One (1997)" 3 1608 "Action|Thriller"
"289" "Air I Breathe, The (2007)" 3 58078 "Crime|Drama|Romance|Thriller"
"290" "Air Up There, The (1994)" 2 414 "Comedy"
"291" "Airborne (1993)" 2 33629 "Adventure|Comedy"
"292" "Airheads (1994)" 3 413 "Comedy"
"293" "Airplane II: The Sequel (1982)" 3 2792 "Comedy"
"294" "Airplane! (1980)" 4 2791 "Comedy"
"295" "Airport '77 (1977)" 3 2522 "Drama"
"296" "Airport (1970)" 2 2520 "Drama"
"297" "Airport 1975 (1974)" 4 2521 "Action|Drama|Thriller"
"298" "Akeelah and the Bee (2006)" 4 44709 "Drama"
"299" "Akira (1988)" 4 1274 "Action|Adventure|Animation|Sci-Fi"
"300" "Akira Kurosawa's Dreams (Dreams) (1990)" 4 6270 "Drama|Fantasy"
"301" "Aladdin (1992)" 4 588 "Adventure|Animation|Children|Comedy|Musical"
"302" "Aladdin and the King of Thieves (1996)" 3 1064 "Animation|Children|Comedy|Fantasy|Musical|Romance"
"303" "Alamo, The (1960)" 3 4042 "Action|Drama|War|Western"
"304" "Alan Partridge: Alpha Papa (2013)" 4 104078 "Comedy"
"305" "Alaska (1996)" 4 808 "Adventure|Children"
"306" "Alaska: Spirit of the Wild (1997)" 4 4459 "Documentary|IMAX"
"307" "Albatross (2011)" 2 91935 "Drama"
"308" "Albino Alligator (1996)" 2 1352 "Crime|Thriller"
"309" "Alesha Popovich and Tugarin the Dragon (2004)" 5 165959 "Animation|Comedy|Drama"
"310" "Alex and Emma (2003)" 2 6493 "Comedy|Drama|Romance"
"311" "Alex Cross (2012)" 2 97742 "Action|Crime|Mystery|Thriller"
"312" "Alexander (2004)" 2 8977 "Action|Adventure|Drama|War"
"313" "Alexander Nevsky (Aleksandr Nevskiy) (1938)" 4 7756 "Action|Drama|War"
"314" "Alfie (1966)" 3 4191 "Comedy|Drama|Romance"
"315" "Alfie (2004)" 2 8948 "Comedy|Drama|Romance"
"316" "Ali (2001)" 3 5009 "Drama"
"317" "Ali G Indahouse (2002)" 3 27478 "Comedy"
"318" "Ali Wong: Baby Cobra (2016)" 4 159161 "(no genres listed)"
"319" "Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)" 4 6509 "Drama|Romance"
"320" "Alias Betty (Betty Fisher et autres histoires) (2001)" 2 5575 "Crime|Drama"
"321" "Alice (1990)" 3 4392 "Comedy|Drama|Fantasy|Romance"
"322" "Alice (2009)" 4 72982 "Action|Adventure|Fantasy"
"323" "Alice (Neco z Alenky) (1988)" 4 26631 "Animation|Fantasy|Mystery"
"324" "Alice Adams (1935)" 4 6020 "Comedy|Drama"
"325" "Alice Doesn't Live Here Anymore (1974)" 4 8838 "Drama|Romance"
"326" "Alice in Wonderland (1933)" 4 80748 "Adventure|Children|Fantasy"
"327" "Alice in Wonderland (1951)" 3 1032 "Adventure|Animation|Children|Fantasy|Musical"
"328" "Alice in Wonderland (2010)" 3 74789 "Adventure|Fantasy|IMAX"
"329" "Alice Through the Looking Glass (2016)" 2 158813 "Adventure|Children|Fantasy"
"330" "Alien (1979)" 4 1214 "Horror|Sci-Fi"
"331" "Alien Contamination (1980)" 5 6835 "Action|Horror|Sci-Fi"
"332" "Alien from L.A. (1988)" 4 6899 "Sci-Fi"
"333" "Alien Nation (1988)" 3 3701 "Crime|Drama|Sci-Fi|Thriller"
"334" "Alien: Covenant (2017)" 3 169984 "Action|Horror|Sci-Fi|Thriller"
"335" "Alien: Resurrection (1997)" 3 1690 "Action|Horror|Sci-Fi"
"336" "Alien3 (a.k.a. Alien 3) (1992)" 3 1320 "Action|Horror|Sci-Fi|Thriller"
"337" "Aliens (1986)" 4 1200 "Action|Adventure|Horror|Sci-Fi"
"338" "Alive (1993)" 3 3250 "Drama"
"339" "All-Star Superman (2011)" 4 84414 "Action|Adventure|Animation|Sci-Fi"
"340" "All About Eve (1950)" 4 926 "Drama"
"341" "All About Lily Chou-Chou (Riri Shushu no subete) (2001)" 3 5465 "Crime|Drama|Thriller"
"342" "All About My Mother (Todo sobre mi madre) (1999)" 4 3083 "Drama"
"343" "All About the Benjamins (2002)" 2 5170 "Action|Comedy|Crime"
"344" "All Dogs Christmas Carol, An (1998)" 4 105540 "Animation|Children|Comedy|Musical"
"345" "All Dogs Go to Heaven (1989)" 3 2123 "Animation|Children|Comedy|Drama|Fantasy"
"346" "All Dogs Go to Heaven 2 (1996)" 3 631 "Adventure|Animation|Children|Fantasy|Musical|Romance"
"347" "All Good Things (2010)" 4 82378 "Drama|Mystery|Thriller"
"348" "All is Bright (2013)" 2 106883 "Comedy|Drama"
"349" "All Is Lost (2013)" 4 105954 "Action|Adventure|Drama"
"350" "All of Me (1984)" 2 8610 "Comedy|Fantasy"
"351" "All or Nothing (2002)" 4 5788 "Drama"
"352" "All Over the Guy (2001)" 3 4722 "Comedy"
"353" "All Quiet on the Western Front (1930)" 4 1927 "Action|Drama|War"
"354" "All Roads Lead to Rome (2016)" 2 164375 "Comedy"
"355" "All That Heaven Allows (1955)" 4 4419 "Drama|Romance"
"356" "All That Jazz (1979)" 4 2971 "Drama|Fantasy|Musical"
"357" "All the Boys Love Mandy Lane (2006)" 3 59738 "Horror|Mystery|Thriller"
"358" "All the King's Men (1949)" 4 1942 "Drama"
"359" "All the King's Men (2006)" 3 48326 "Drama"
"360" "All the President's Men (1976)" 4 6787 "Drama|Thriller"
"361" "All the Pretty Horses (2000)" 2 4031 "Drama|Romance|Western"
"362" "All the Real Girls (2003)" 4 6159 "Drama|Romance"
"363" "All the Right Moves (1983)" 2 5226 "Drama|Romance"
"364" "All the Vermeers in New York (1990)" 5 3531 "Comedy|Drama|Romance"
"365" "All This, and Heaven Too (1940)" 4 38164 "Drama|Romance"
"366" "All Watched Over by Machines of Loving Grace (2011)" 4 92475 "Documentary"
"367" "All Yours (2016)" 5 158882 "Comedy|Drama|Romance"
"368" "Allan Quatermain and the Lost City of Gold (1987)" 2 2748 "Action|Adventure|Comedy"
"369" "Allegro non troppo (1977)" 4 7304 "Animation|Comedy|Fantasy|Musical"
"370" "Alles Inklusive (2014)" 4 176415 "Comedy|Drama"
"371" "Alligator (1980)" 2 2525 "Action|Horror|Sci-Fi"
"372" "Allnighter, The (1987)" 2 2244 "Comedy|Romance"
"373" "Almost an Angel (1990)" 2 26676 "Comedy"
"374" "Almost Famous (2000)" 4 3897 "Drama"
"375" "Almost Heroes (1998)" 2 1887 "Adventure|Comedy|Western"
